topo_type,part,batch,batch_size,has_match,num_spurious,num_incorrect
vertices,0,19,1.0,True,,
vertices,0,20,1.0,True,,
vertices,0,21,1.0,True,,
vertices,0,22,1.0,True,,
vertices,0,23,1.0,True,,
vertices,0,24,1.0,True,,
vertices,0,25,1.0,True,,
vertices,0,26,1.0,True,,
vertices,0,27,1.0,True,,
vertices,0,28,1.0,True,,
vertices,0,29,1.0,True,,
vertices,0,30,1.0,True,,
vertices,0,31,1.0,True,,
vertices,0,32,1.0,True,,
vertices,1,0,5.0,False,,
vertices,1,1,5.0,False,,
vertices,1,2,5.0,False,,
vertices,1,3,5.0,False,,
vertices,1,4,5.0,False,,
vertices,1,5,5.0,False,,
vertices,1,6,5.0,False,,
vertices,1,7,5.0,False,,
vertices,1,8,5.0,False,,
vertices,1,9,5.0,False,,
vertices,1,10,5.0,False,,
vertices,1,11,5.0,False,,
vertices,1,12,5.0,False,,
vertices,1,13,5.0,False,,
vertices,1,14,5.0,False,,
vertices,1,15,5.0,False,,
vertices,1,16,5.0,False,,
vertices,1,17,5.0,False,,
vertices,1,18,5.0,False,,
vertices,1,19,3.0,False,,
vertices,1,20,0.0,True,,
vertices,1,21,1.0,True,,
vertices,1,22,1.0,True,,
vertices,1,23,1.0,True,,
vertices,1,24,1.0,True,,
vertices,1,25,1.0,True,,
vertices,1,26,1.0,True,,
vertices,1,27,1.0,True,,
vertices,1,28,1.0,True,,
vertices,1,29,1.0,True,,
vertices,1,30,1.0,True,,
vertices,1,31,1.0,True,,
vertices,1,32,1.0,True,,
vertices,1,33,1.0,True,,
vertices,1,34,1.0,True,,
vertices,1,35,1.0,True,,
vertices,1,36,1.0,True,,
vertices,1,37,1.0,True,,
vertices,1,38,1.0,True,,
vertices,1,39,1.0,True,,
vertices,1,40,1.0,True,,
vertices,1,41,1.0,True,,
vertices,1,42,1.0,True,,
vertices,1,43,1.0,True,,
vertices,1,44,1.0,True,,
vertices,1,45,1.0,True,,
vertices,1,46,1.0,True,,
vertices,1,47,1.0,True,,
vertices,1,48,1.0,True,,
vertices,1,49,1.0,True,,
vertices,1,50,1.0,True,,
vertices,1,51,1.0,True,,
vertices,1,52,1.0,True,,
vertices,1,53,1.0,True,,
vertices,1,54,1.0,True,,
vertices,1,55,1.0,True,,
vertices,1,56,1.0,True,,
vertices,1,57,1.0,True,,
vertices,1,58,1.0,True,,
vertices,1,59,1.0,True,,
vertices,1,60,1.0,True,,
vertices,1,61,1.0,True,,
vertices,1,62,1.0,True,,
vertices,1,63,1.0,True,,
vertices,1,64,1.0,True,,
vertices,2,0,5.0,False,,
vertices,2,1,3.0,False,,
vertices,2,2,0.0,True,,
vertices,3,0,5.0,False,,
vertices,3,1,5.0,False,,
vertices,3,2,1.0,False,,
vertices,3,3,0.0,True,,
vertices,3,4,1.0,True,,
vertices,3,5,1.0,True,,
vertices,3,6,1.0,True,,
vertices,3,7,1.0,True,,
vertices,3,8,1.0,True,,
vertices,3,9,1.0,True,,
vertices,3,10,1.0,True,,
vertices,3,11,1.0,True,,
vertices,3,12,1.0,True,,
vertices,3,13,1.0,True,,
vertices,3,14,1.0,True,,
vertices,3,15,1.0,True,,
vertices,3,16,1.0,True,,
vertices,4,0,5.0,False,,
vertices,4,1,5.0,False,,
vertices,4,2,5.0,False,,
vertices,4,3,5.0,False,,
vertices,4,4,5.0,False,,
vertices,4,5,5.0,False,,
vertices,4,6,5.0,False,,
vertices,4,7,5.0,False,,
vertices,4,8,3.0,False,,
vertices,4,9,0.0,True,,
vertices,4,10,1.0,True,,
vertices,4,11,1.0,True,,
vertices,4,12,1.0,True,,
vertices,4,13,1.0,True,,
vertices,4,14,1.0,True,,
vertices,4,15,1.0,True,,
vertices,4,16,1.0,True,,
vertices,4,17,1.0,True,,
vertices,4,18,1.0,True,,
vertices,4,19,1.0,True,,
vertices,4,20,1.0,True,,
vertices,4,21,1.0,True,,
vertices,4,22,1.0,True,,
vertices,4,23,1.0,True,,
vertices,4,24,1.0,True,,
vertices,4,25,1.0,True,,
vertices,4,26,1.0,True,,
vertices,4,27,1.0,True,,
vertices,4,28,1.0,True,,
vertices,4,29,1.0,True,,
vertices,4,30,1.0,True,,
vertices,4,31,1.0,True,,
vertices,4,32,1.0,True,,
vertices,5,0,5.0,False,,
vertices,5,1,5.0,False,,
vertices,5,2,5.0,False,,
vertices,5,3,5.0,False,,
vertices,5,4,5.0,False,,
vertices,5,5,5.0,False,,
vertices,5,6,5.0,False,,
vertices,5,7,5.0,False,,
vertices,5,8,5.0,False,,
vertices,5,9,1.0,False,,
vertices,5,10,0.0,True,,
vertices,5,11,1.0,True,,
vertices,5,12,1.0,True,,
vertices,5,13,1.0,True,,
vertices,5,14,1.0,True,,
vertices,5,15,1.0,True,,
vertices,5,16,1.0,True,,
vertices,5,17,1.0,True,,
vertices,5,18,1.0,True,,
vertices,5,19,1.0,True,,
vertices,5,20,1.0,True,,
vertices,5,21,1.0,True,,
vertices,5,22,1.0,True,,
vertices,5,23,1.0,True,,
vertices,5,24,1.0,True,,
vertices,5,25,1.0,True,,
vertices,5,26,1.0,True,,
vertices,5,27,1.0,True,,
vertices,5,28,1.0,True,,
vertices,5,29,1.0,True,,
vertices,5,30,1.0,True,,
vertices,5,31,1.0,True,,
vertices,5,32,1.0,True,,
vertices,5,33,1.0,True,,
vertices,5,34,1.0,True,,
vertices,5,35,1.0,True,,
vertices,5,36,1.0,True,,
vertices,5,37,1.0,True,,
vertices,5,38,1.0,True,,
vertices,5,39,1.0,True,,
vertices,5,40,1.0,True,,
vertices,6,0,5.0,False,,
vertices,6,1,5.0,False,,
vertices,6,2,5.0,False,,
vertices,6,3,5.0,False,,
vertices,6,4,5.0,False,,
vertices,6,5,5.0,False,,
vertices,6,6,5.0,False,,
vertices,6,7,5.0,False,,
vertices,6,8,5.0,False,,
vertices,6,9,5.0,False,,
vertices,6,10,5.0,False,,
vertices,6,11,1.0,False,,
vertices,6,12,0.0,True,,
vertices,6,13,1.0,True,,
vertices,6,14,1.0,True,,
vertices,6,15,1.0,True,,
vertices,6,16,1.0,True,,
vertices,6,17,1.0,True,,
vertices,6,18,1.0,True,,
vertices,6,19,1.0,True,,
vertices,6,20,1.0,True,,
vertices,6,21,1.0,True,,
vertices,6,22,1.0,True,,
vertices,6,23,1.0,True,,
vertices,6,24,1.0,True,,
vertices,6,25,1.0,True,,
vertices,6,26,1.0,True,,
vertices,6,27,1.0,True,,
vertices,6,28,1.0,True,,
vertices,6,29,1.0,True,,
vertices,6,30,1.0,True,,
vertices,6,31,1.0,True,,
vertices,6,32,1.0,True,,
vertices,6,33,1.0,True,,
vertices,6,34,1.0,True,,
vertices,6,35,1.0,True,,
vertices,6,36,1.0,True,,
vertices,6,37,1.0,True,,
vertices,6,38,1.0,True,,
vertices,6,39,1.0,True,,
vertices,6,40,1.0,True,,
vertices,6,41,1.0,True,,
vertices,6,42,1.0,True,,
vertices,6,43,1.0,True,,
vertices,6,44,1.0,True,,
vertices,6,45,1.0,True,,
vertices,6,46,1.0,True,,
vertices,6,47,1.0,True,,
vertices,6,48,1.0,True,,
vertices,6,49,1.0,True,,
vertices,6,50,1.0,True,,
vertices,6,51,1.0,True,,
vertices,6,52,1.0,True,,
vertices,6,53,1.0,True,,
vertices,6,54,1.0,True,,
vertices,6,55,1.0,True,,
vertices,6,56,1.0,True,,
vertices,6,57,1.0,True,,
vertices,6,58,1.0,True,,
vertices,6,59,1.0,True,,
vertices,6,60,1.0,True,,
vertices,6,61,1.0,True,,
vertices,6,62,1.0,True,,
vertices,6,63,1.0,True,,
vertices,6,64,1.0,True,,
vertices,6,65,1.0,True,,
vertices,6,66,1.0,True,,
vertices,6,67,1.0,True,,
vertices,6,68,1.0,True,,
vertices,6,69,1.0,True,,
vertices,6,70,1.0,True,,
vertices,6,71,1.0,True,,
vertices,6,72,1.0,True,,
vertices,6,73,1.0,True,,
vertices,6,74,1.0,True,,
vertices,6,75,1.0,True,,
vertices,6,76,1.0,True,,
vertices,6,77,1.0,True,,
vertices,6,78,1.0,True,,
vertices,6,79,1.0,True,,
vertices,6,80,1.0,True,,
vertices,6,81,1.0,True,,
vertices,6,82,1.0,True,,
vertices,7,0,5.0,False,,
vertices,7,1,5.0,False,,
vertices,7,2,5.0,False,,
vertices,7,3,5.0,False,,
vertices,7,4,5.0,False,,
vertices,7,5,5.0,False,,
vertices,7,6,5.0,False,,
vertices,7,7,5.0,False,,
vertices,7,8,5.0,False,,
vertices,7,9,2.0,False,,
vertices,7,10,0.0,True,,
vertices,7,11,1.0,True,,
vertices,7,12,1.0,True,,
vertices,7,13,1.0,True,,
vertices,7,14,1.0,True,,
vertices,7,15,1.0,True,,
vertices,7,16,1.0,True,,
vertices,7,17,1.0,True,,
vertices,7,18,1.0,True,,
vertices,7,19,1.0,True,,
vertices,7,20,1.0,True,,
vertices,7,21,1.0,True,,
vertices,7,22,1.0,True,,
vertices,7,23,1.0,True,,
vertices,7,24,1.0,True,,
vertices,7,25,1.0,True,,
vertices,7,26,1.0,True,,
vertices,7,27,1.0,True,,
vertices,7,28,1.0,True,,
vertices,7,29,1.0,True,,
vertices,7,30,1.0,True,,
vertices,7,31,1.0,True,,
vertices,7,32,1.0,True,,
vertices,7,33,1.0,True,,
vertices,7,34,1.0,True,,
vertices,7,35,1.0,True,,
vertices,7,36,1.0,True,,
vertices,7,37,1.0,True,,
vertices,7,38,1.0,True,,
vertices,7,39,1.0,True,,
vertices,7,40,1.0,True,,
vertices,7,41,1.0,True,,
vertices,7,42,1.0,True,,
vertices,7,43,1.0,True,,
vertices,7,44,1.0,True,,
vertices,8,0,5.0,False,,
vertices,8,1,1.0,False,,
vertices,8,2,0.0,True,,
vertices,8,3,1.0,True,,
vertices,8,4,1.0,True,,
vertices,8,5,1.0,True,,
vertices,8,6,1.0,True,,
vertices,8,7,1.0,True,,
vertices,8,8,1.0,True,,
vertices,8,9,1.0,True,,
vertices,8,10,1.0,True,,
vertices,8,11,1.0,True,,
vertices,8,12,1.0,True,,
vertices,8,13,1.0,True,,
vertices,8,14,1.0,True,,
vertices,8,15,1.0,True,,
vertices,8,16,1.0,True,,
vertices,8,17,1.0,True,,
vertices,8,18,1.0,True,,
vertices,8,19,1.0,True,,
vertices,8,20,1.0,True,,
vertices,8,21,1.0,True,,
vertices,8,22,1.0,True,,
vertices,8,23,1.0,True,,
vertices,8,24,1.0,True,,
vertices,8,25,1.0,True,,
vertices,8,26,1.0,True,,
vertices,8,27,1.0,True,,
vertices,8,28,1.0,True,,
vertices,8,29,1.0,True,,
vertices,8,30,1.0,True,,
vertices,8,31,1.0,True,,
vertices,8,32,1.0,True,,
vertices,8,33,1.0,True,,
vertices,8,34,1.0,True,,
vertices,8,35,1.0,True,,
vertices,8,36,1.0,True,,
vertices,8,37,1.0,True,,
vertices,8,38,1.0,True,,
vertices,8,39,1.0,True,,
vertices,8,40,1.0,True,,
vertices,8,41,1.0,True,,
vertices,8,42,1.0,True,,
vertices,8,43,1.0,True,,
vertices,8,44,1.0,True,,
vertices,8,45,1.0,True,,
vertices,8,46,1.0,True,,
vertices,8,47,1.0,True,,
vertices,8,48,1.0,True,,
vertices,8,49,1.0,True,,
vertices,8,50,1.0,True,,
vertices,8,51,1.0,True,,
vertices,8,52,1.0,True,,
vertices,8,53,1.0,True,,
vertices,8,54,1.0,True,,
vertices,8,55,1.0,True,,
vertices,8,56,1.0,True,,
vertices,8,57,1.0,True,,
vertices,8,58,1.0,True,,
vertices,8,59,1.0,True,,
vertices,8,60,1.0,True,,
vertices,8,61,1.0,True,,
vertices,8,62,1.0,True,,
vertices,8,63,1.0,True,,
vertices,8,64,1.0,True,,
vertices,8,65,1.0,True,,
vertices,8,66,1.0,True,,
vertices,8,67,1.0,True,,
vertices,8,68,1.0,True,,
vertices,8,69,1.0,True,,
vertices,8,70,1.0,True,,
vertices,8,71,1.0,True,,
vertices,8,72,1.0,True,,
vertices,8,73,1.0,True,,
vertices,8,74,1.0,True,,
vertices,8,75,1.0,True,,
vertices,8,76,1.0,True,,
vertices,8,77,1.0,True,,
vertices,8,78,1.0,True,,
vertices,8,79,1.0,True,,
vertices,8,80,1.0,True,,
vertices,8,81,1.0,True,,
vertices,8,82,1.0,True,,
vertices,9,0,0.0,True,,
vertices,9,1,1.0,True,,
vertices,9,2,1.0,True,,
vertices,9,3,1.0,True,,
vertices,9,4,1.0,True,,
vertices,9,5,1.0,True,,
vertices,9,6,1.0,True,,
vertices,9,7,1.0,True,,
vertices,9,8,1.0,True,,
vertices,9,9,1.0,True,,
vertices,9,10,1.0,True,,
vertices,9,11,1.0,True,,
vertices,9,12,1.0,True,,
vertices,9,13,1.0,True,,
vertices,9,14,1.0,True,,
vertices,9,15,1.0,True,,
vertices,9,16,1.0,True,,
vertices,9,17,1.0,True,,
vertices,9,18,1.0,True,,
vertices,9,19,1.0,True,,
vertices,9,20,1.0,True,,
vertices,9,21,1.0,True,,
vertices,9,22,1.0,True,,
vertices,9,23,1.0,True,,
vertices,9,24,1.0,True,,
vertices,9,25,1.0,True,,
vertices,9,26,1.0,True,,
vertices,10,0,4.0,False,,
vertices,10,1,0.0,True,,
vertices,10,2,1.0,True,,
vertices,10,3,1.0,True,,
vertices,10,4,1.0,True,,
vertices,10,5,1.0,True,,
vertices,10,6,1.0,True,,
vertices,10,7,1.0,True,,
vertices,10,8,1.0,True,,
vertices,10,9,1.0,True,,
vertices,10,10,1.0,True,,
vertices,10,11,1.0,True,,
vertices,10,12,1.0,True,,
vertices,10,13,1.0,True,,
vertices,10,14,1.0,True,,
vertices,10,15,1.0,True,,
vertices,10,16,1.0,True,,
vertices,10,17,1.0,True,,
vertices,11,0,5.0,False,,
vertices,11,1,5.0,False,,
vertices,11,2,4.0,False,,
vertices,11,3,0.0,True,,
vertices,11,4,1.0,True,,
vertices,11,5,1.0,True,,
vertices,11,6,1.0,True,,
vertices,11,7,1.0,True,,
vertices,11,8,1.0,True,,
vertices,11,9,1.0,True,,
vertices,11,10,1.0,True,,
vertices,11,11,1.0,True,,
vertices,11,12,1.0,True,,
vertices,11,13,1.0,True,,
vertices,11,14,1.0,True,,
vertices,11,15,1.0,True,,
vertices,11,16,1.0,True,,
vertices,11,17,1.0,True,,
vertices,11,18,1.0,True,,
vertices,11,19,1.0,True,,
vertices,11,20,1.0,True,,
vertices,11,21,1.0,True,,
vertices,11,22,1.0,True,,
vertices,11,23,1.0,True,,
vertices,11,24,1.0,True,,
vertices,11,25,1.0,True,,
vertices,11,26,1.0,True,,
vertices,11,27,1.0,True,,
vertices,11,28,1.0,True,,
vertices,11,29,1.0,True,,
vertices,11,30,1.0,True,,
vertices,11,31,1.0,True,,
vertices,11,32,1.0,True,,
vertices,11,33,1.0,True,,
vertices,12,0,5.0,False,,
vertices,12,1,5.0,False,,
vertices,12,2,5.0,False,,
vertices,12,3,3.0,False,,
vertices,12,4,0.0,True,,
vertices,12,5,1.0,True,,
vertices,12,6,1.0,True,,
vertices,12,7,1.0,True,,
vertices,12,8,1.0,True,,
vertices,12,9,1.0,True,,
vertices,12,10,1.0,True,,
vertices,12,11,1.0,True,,
vertices,12,12,1.0,True,,
vertices,12,13,1.0,True,,
vertices,12,14,1.0,True,,
vertices,12,15,1.0,True,,
vertices,12,16,1.0,True,,
vertices,12,17,1.0,True,,
vertices,12,18,1.0,True,,
vertices,12,19,1.0,True,,
vertices,12,20,1.0,True,,
vertices,12,21,1.0,True,,
vertices,12,22,1.0,True,,
vertices,12,23,1.0,True,,
vertices,12,24,1.0,True,,
vertices,12,25,1.0,True,,
vertices,12,26,1.0,True,,
vertices,12,27,1.0,True,,
vertices,12,28,1.0,True,,
vertices,12,29,1.0,True,,
vertices,12,30,1.0,True,,
vertices,12,31,1.0,True,,
vertices,12,32,1.0,True,,
vertices,12,33,1.0,True,,
vertices,12,34,1.0,True,,
vertices,12,35,1.0,True,,
vertices,13,0,5.0,False,,
vertices,13,1,5.0,False,,
vertices,13,2,5.0,False,,
vertices,13,3,5.0,False,,
vertices,13,4,5.0,False,,
vertices,13,5,5.0,False,,
vertices,13,6,5.0,False,,
vertices,13,7,5.0,False,,
vertices,13,8,5.0,False,,
vertices,13,9,5.0,False,,
vertices,13,10,0.0,True,,
vertices,13,11,1.0,True,,
vertices,13,12,1.0,True,,
vertices,13,13,1.0,True,,
vertices,13,14,1.0,True,,
vertices,13,15,1.0,True,,
vertices,13,16,1.0,True,,
vertices,13,17,1.0,True,,
vertices,13,18,1.0,True,,
vertices,13,19,1.0,True,,
vertices,13,20,1.0,True,,
vertices,13,21,1.0,True,,
vertices,13,22,1.0,True,,
vertices,13,23,1.0,True,,
vertices,13,24,1.0,True,,
vertices,13,25,1.0,True,,
vertices,13,26,1.0,True,,
vertices,13,27,1.0,True,,
vertices,13,28,1.0,True,,
vertices,13,29,1.0,True,,
vertices,13,30,1.0,True,,
vertices,13,31,1.0,True,,
vertices,13,32,1.0,True,,
vertices,13,33,1.0,True,,
vertices,13,34,1.0,True,,
vertices,13,35,1.0,True,,
vertices,13,36,1.0,True,,
vertices,13,37,1.0,True,,
vertices,13,38,1.0,True,,
vertices,13,39,1.0,True,,
vertices,13,40,1.0,True,,
vertices,13,41,1.0,True,,
vertices,13,42,1.0,True,,
vertices,13,43,1.0,True,,
vertices,13,44,1.0,True,,
vertices,13,45,1.0,True,,
vertices,13,46,1.0,True,,
vertices,13,47,1.0,True,,
vertices,13,48,1.0,True,,
vertices,13,49,1.0,True,,
vertices,13,50,1.0,True,,
vertices,13,51,1.0,True,,
vertices,13,52,1.0,True,,
vertices,13,53,1.0,True,,
vertices,13,54,1.0,True,,
vertices,13,55,1.0,True,,
vertices,13,56,1.0,True,,
vertices,13,57,1.0,True,,
vertices,13,58,1.0,True,,
vertices,13,59,1.0,True,,
vertices,13,60,1.0,True,,
vertices,13,61,1.0,True,,
vertices,13,62,1.0,True,,
vertices,13,63,1.0,True,,
vertices,13,64,1.0,True,,
vertices,13,65,1.0,True,,
vertices,13,66,1.0,True,,
vertices,13,67,1.0,True,,
vertices,13,68,1.0,True,,
vertices,13,69,1.0,True,,
vertices,13,70,1.0,True,,
vertices,13,71,1.0,True,,
vertices,13,72,1.0,True,,
vertices,13,73,1.0,True,,
vertices,13,74,1.0,True,,
vertices,13,75,1.0,True,,
vertices,13,76,1.0,True,,
vertices,13,77,1.0,True,,
vertices,13,78,1.0,True,,
vertices,13,79,1.0,True,,
vertices,13,80,1.0,True,,
vertices,13,81,1.0,True,,
vertices,13,82,1.0,True,,
vertices,13,83,1.0,True,,
vertices,13,84,1.0,True,,
vertices,13,85,1.0,True,,
vertices,13,86,1.0,True,,
vertices,13,87,1.0,True,,
vertices,13,88,1.0,True,,
vertices,13,89,1.0,True,,
vertices,13,90,1.0,True,,
vertices,13,91,1.0,True,,
vertices,13,92,1.0,True,,
vertices,13,93,1.0,True,,
vertices,13,94,1.0,True,,
vertices,13,95,1.0,True,,
vertices,13,96,1.0,True,,
vertices,13,97,1.0,True,,
vertices,13,98,1.0,True,,
vertices,14,0,5.0,False,,
vertices,14,1,3.0,False,,
vertices,14,2,0.0,True,,
vertices,14,3,1.0,True,,
vertices,14,4,1.0,True,,
vertices,14,5,1.0,True,,
vertices,14,6,1.0,True,,
vertices,14,7,1.0,True,,
vertices,14,8,1.0,True,,
vertices,14,9,1.0,True,,
vertices,14,10,1.0,True,,
vertices,14,11,1.0,True,,
vertices,14,12,1.0,True,,
vertices,14,13,1.0,True,,
vertices,14,14,1.0,True,,
vertices,14,15,1.0,True,,
vertices,14,16,1.0,True,,
vertices,14,17,1.0,True,,
vertices,14,18,1.0,True,,
vertices,14,19,1.0,True,,
vertices,14,20,1.0,True,,
vertices,14,21,1.0,True,,
vertices,14,22,1.0,True,,
vertices,14,23,1.0,True,,
vertices,14,24,1.0,True,,
vertices,14,25,1.0,True,,
vertices,14,26,1.0,True,,
vertices,15,0,0.0,True,,
vertices,15,1,1.0,True,,
vertices,15,2,1.0,True,,
vertices,15,3,1.0,True,,
vertices,15,4,1.0,True,,
vertices,15,5,1.0,True,,
vertices,15,6,1.0,True,,
vertices,15,7,1.0,True,,
vertices,15,8,1.0,True,,
vertices,15,9,1.0,True,,
vertices,15,10,1.0,True,,
